object_level;object_name;oktmo;region;mun_upper;mun_lower;settlement;population;settlement_fias_id_dadata;settlement_with_type_dadata;settlement_type_dadata;settlement_type_full_dadata;settlement_dadata;fias_id_dadata;fias_level_dadata;okato_dadata;oktmo_dadata;qc_geo_dadata;qc_dadata;latitude_dadata;longitude_dadata;Указавшие национальную принадлежность;Абазины;Абхазы;Аварцы;Андийцы;Арчинцы;Ахвахцы;Багулалы;Бежтинцы;Ботлихцы;Гинухцы;Годоберинцы;Гунзибцы;Дидойцы;Каратинцы;Тиндалы;Хваршины;Чамалалы;Агулы (агульцы);Адыгейцы (абадзехи, адыгейцы-черкесы, адыги, адыгэ, сирийские адыгейцы, адыги-черкесы, черкесы-бжедуги);Азербайджанцы (азер);Алеуты;Алтайцы;Теленгиты;Тубалары;Челканцы;Американцы (афроамериканцы);Арабы (алжирцы, египтяне, иорданцы, иракцы, йеменцы, катарцы, ливанцы, ливийцы, марокканцы, палестинцы, сирийцы);Армяне (русские армяне);Черкесогаи;Ассирийцы;Афганцы (афганистанцы, пуштуны, хазарейцы);Балкарцы;Башкиры;Белорусы (беларусы);Бесермяне;Болгары;Боснийцы;Британцы (англичане);Буряты;Венгры;Вепсы;Водь;Вьетнамцы;Гагаузы;Горские евреи;Греки (византийскийские греки, рум);Греки-урумы;Грузинские евреи;Грузины;Аджарцы;Ингилойцы;Лазы;Мегрелы (менгрелы, мингрелы);Сваны;Даргинцы;Кайтагцы;Кубачинцы;Долганы;Дунгане;Евреи;Езиды;Ижорцы;Ингуши;Индийцы (индуисты);Испанцы;Итальянцы;Ительмены;Кабардинцы (адыги (с языком кабардинским));Казахи;Калмыки;Камчадалы;Караимы;Каракалпаки;Карачаевцы (карачаево-черкесы, карачай);Карелы;Кереки;Кеты (остяки);Юги;Киргизы (кыргыз);Китайцы;Коми (коми-зыряне);Коми-ижемцы;Коми-пермяки (пермяки);Корейцы;Коряки;Алюторцы;Крымские татары;Крымчаки;Кубинцы;Кумандинцы;Кумыки;Курды (курд);Курманч;Лакцы (кулинцы, лаки);Латыши (курляндцы);Латгальцы;Лезгины;Литовцы;Македонцы;Манси;Марийцы (мари, марий);Горные марийцы;Лугово-восточные марийцы;Молдаване;Монголы;Мордва (мордвины, мордовцы);Мордва-мокша;Мордва-эрзя (эрзя);Нагайбаки;Нанайцы;Нганасаны;Негидальцы;Немцы (русские немцы);Меннониты;Ненцы;Нивхи;Ногайцы;Карагаши;Орочи;Осетины (аланы);Осетины-дигорцы (дигорон, дигорцы);Осетины-иронцы;Пакистанцы (белуджи, белуч);Памирцы;Персы (иранцы, фарсиваны);Поляки;Румыны;Русины;Русские (русаки, сибиряки);Казаки (кубанские казаки, русские казаки);Поморы;Рутульцы (рутул);Саамы (саами);Селькупы;Сербы;Словаки;Словенцы;Сойоты;Среднеазиатские евреи;Табасараны (табасаран, табасаранцы);Таджики;Тазы;Талыши;Татары (татар);Астраханские татары;Кряшены;Мишари;Сибирские татары;Таты (митагинцы);Телеуты;Тофалары;Тувинцы;Тувинцы-тоджинцы;Турки;Турки-месхетинцы;Туркмены;Удины;Удмурты;Удэгейцы;Узбеки;Уйгуры;Уйльта;Украинцы;Ульчи;Финны;Финны-ингерманландцы (ингерманландцы);Французы;Хакасы;Ханты;Хемшилы (хемшины);Хорваты;Цахуры (цахурцы);Цыгане (дом, сэрвы);Цыгане среднеазиатские;Черкесы (адыги (с языком черкесским), адыгэ (с языком черкесским), убыхи, адыги-черкесы (с языком черкесским), сирийские адыги);Черногорцы;Чехи;Чеченцы;Чеченцы-аккинцы;Чуванцы;Чуваши;Чукчи;Чулымцы;Шапсуги (адыги (с языком шапсугским);Шорцы;Эвенки (эвенк);Эвены (эвен);Энцы;Эскимосы;Эстонцы;Сету;Юкагиры;Якуты (саха) (саха);Японцы;Указавшие другие ответы о национальной принадлежности (не перечисленные выше);Нет национальной принадлежности*;Без нации;Без национальной принадлежности;Без национальности;Не имею национальной принадлежности;Никакая национальность;Нет;Отсутствует;Лица, в переписных листах которых национальная принадлежность не указана;Неизвестно;Нет сведений;Отказавшиеся отвечать на вопрос о национальной принадлежности;Затрудняюсь ответить;Не знаю;Не определились;Не понимаю;Отказ от ответа;Предпочитаю не отвечать
Населенный пункт;г. Ижевск;94701000001;Удмуртская Республика;Городской округ Ижевск;Городской округ Ижевск;г. Ижевск;623472;;;;;;deb1d05a-71ce-40d1-b726-6ba85d70d58f;4.0;94401000000;94701000001;4.0;0.0;56.8528384;53.211509;462162;0;12;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;1862;0;0;0;0;0;3;165;875;0;2;1;5;977;570;209;29;0;1;18;3;3;1;26;13;0;74;0;0;192;0;0;0;2;0;61;0;0;0;1;340;4;0;17;22;1;7;0;19;105;7;0;1;1;1;2;0;0;0;89;17;58;0;55;86;1;0;4;0;1;0;5;2;0;3;12;0;55;26;1;5;1485;0;1;152;1;235;4;10;1;2;0;0;252;0;0;0;2;0;0;33;0;0;0;2;11;72;7;1;354142;31;4;0;0;0;6;0;0;0;0;9;1103;0;13;36487;0;75;3;1;4;0;0;2;0;47;0;59;0;58325;0;1158;5;0;2008;0;4;0;4;7;5;0;0;4;206;0;5;0;0;76;0;0;558;0;0;0;0;1;1;0;3;6;0;0;8;6;571;840;0;0;4;799;1;34;2;161310;11;154512;6787;1250;14;4;0;10;5509
Населенный пункт;г. Махачкала;82701000001;Республика Дагестан;Городской округ город Махачкала;Городской округ город Махачкала;г. Махачкала;623254;51fab6fa-ffed-4742-a375-618baffa4e7e;тер. СНТ Дагестан;тер. СНТ;территория снт;Дагестан;51fab6fa-ffed-4742-a375-618baffa4e7e;65.0;82401362000.0;82701362.0;4.0;3.0;42.9849039;47.5045541;612087;19;9;148466;435;36;99;0;22;3;2;0;3;85;434;8;18;17;6611;33;4480;0;5;1;0;0;2;83;866;0;0;8;30;21;26;0;8;3;47;18;0;0;0;0;1;16;34;0;0;164;1;1;0;0;1;96060;19;256;0;0;193;0;0;153;6;0;1;0;117;70;89;0;0;0;54;1;0;0;0;21;11;1;0;0;19;0;0;6;0;0;3;94633;4;0;82120;2;0;97959;1;0;0;0;0;0;25;0;9;0;0;0;0;0;0;32;0;0;0;1370;0;0;254;0;0;0;0;95;13;3;0;42509;21;0;8166;0;0;4;0;0;0;0;15943;135;0;6;1246;0;0;0;0;42;0;0;0;0;136;0;25;6;9;0;156;5;0;230;0;0;0;3;3;0;0;1;3415;34;0;28;0;2;1488;5;0;20;1;0;0;2;0;1;0;0;2;0;0;0;0;3127;2203;0;1;0;2145;1;56;0;11167;3;2478;8686;1042;10;3;1;1;7629
Населенный пункт;г. Хабаровск;8701000001;Хабаровский край;"Городской округ ""Город Хабаровск""";"Городской округ ""Город Хабаровск""";г. Хабаровск;617441;;;;;;a4859da8-9977-4b62-8436-4e1b98c5d13f;4.0;08401000000;08701000001;4.0;0.0;48.4648124;135.0598539;519387;2;7;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1170;0;33;1;0;1;4;9;1721;0;1;1;13;146;562;0;23;0;3;482;3;2;0;124;2;0;37;0;0;199;0;0;0;0;0;35;0;0;0;1;538;4;0;54;3;3;4;11;26;316;21;0;2;0;4;4;0;0;0;454;478;12;0;7;2733;17;0;8;0;1;0;40;0;0;11;12;0;81;23;0;0;46;0;0;106;6;131;3;8;0;600;0;14;219;0;7;130;11;0;19;110;0;0;1;0;10;70;6;8;486943;54;0;3;0;0;3;0;0;0;0;39;2949;5;13;1151;0;0;0;0;0;0;0;85;0;22;0;15;0;39;73;2868;5;4;2926;155;3;0;2;25;6;0;0;0;145;0;2;0;1;41;0;2;121;45;0;0;4;226;88;0;3;15;0;3;312;18;8529;1849;0;0;0;1808;0;40;1;98054;1;59229;38824;2567;1;2;0;12;36242
Населенный пункт;г. Ульяновск;73701000001;Ульяновская область;"Городской округ ""Город Ульяновск""";"Городской округ ""Город Ульяновск""";г. Ульяновск;617352;;;;;;bebfd75d-a0da-4bf9-8307-2e2c85eac463;4.0;73401000000;73701000001;4.0;0.0;54.3079032;48.3748473;478264;1;10;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1762;0;0;0;0;0;1;130;1194;0;0;4;8;388;589;0;30;0;8;17;4;2;0;254;1;0;36;0;0;137;0;0;1;1;0;13;0;0;0;0;267;5;0;29;26;2;1;1;21;239;9;0;0;0;3;7;0;0;0;84;15;19;0;27;72;1;0;6;2;3;0;31;2;0;24;25;1;162;28;0;2;227;0;0;104;0;4024;13;63;0;0;0;0;324;0;4;0;14;0;2;46;0;0;4;1;1;39;2;1;392054;36;2;1;0;0;8;0;0;0;0;40;1507;0;14;44628;0;8;16;1;0;0;0;1;0;34;0;383;7;110;0;772;3;0;2276;1;6;0;2;6;3;0;0;8;1025;0;2;0;0;91;0;0;21777;2;0;0;0;2;0;0;0;37;0;1;7;2;1585;2029;1;2;2;1947;0;76;1;139088;73;109210;29805;3788;1;29;0;14;25973
Населенный пункт;г. Иркутск;25701000001;Иркутская область;Город Иркутск;Город Иркутск;г. Иркутск;617264;;;;;;8eeed222-72e7-47c3-ab3a-9a553c31cf72;4.0;25401000000.0;25701000001.0;4.0;0.0;52.2863483;104.2806793;460928;0;7;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;88;1208;0;19;0;0;0;4;77;1596;0;0;6;0;154;459;0;14;0;5;10095;0;3;0;50;8;1;21;0;1;231;0;0;0;1;0;13;0;0;0;7;574;67;0;49;71;2;0;0;2;190;12;0;0;0;6;6;0;1;0;1594;299;2;0;9;370;2;0;2;0;0;2;9;7;0;2;28;1;27;56;1;0;38;0;0;65;43;84;1;5;1;3;4;0;318;0;1;1;2;0;0;71;0;0;2;10;10;107;1;1;427517;33;1;0;0;0;9;1;1;13;0;12;1809;0;25;2225;0;3;0;2;0;0;20;426;0;9;1;50;0;53;1;1486;3;0;1900;0;8;0;6;39;2;0;1;11;82;0;2;0;1;78;0;1;181;8;0;0;6;92;0;0;1;12;0;2;163;2;6293;708;0;2;1;580;2;122;1;156336;17;143018;13301;2421;6;19;0;12;10843
Населенный пункт;г. Владивосток;5701000001;Приморский край;Владивостокский городской округ;Владивостокский городской округ;г. Владивосток;603519;;;;;;7b6de6a5-86d0-4735-b11a-499081111af8;4.0;5401000000.0;5701000001.0;4.0;0.0;43.1163208;131.8824988;381451;1;3;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;640;0;7;1;1;0;10;6;661;0;0;5;6;90;412;0;12;0;2;272;1;2;0;185;14;0;13;0;0;101;0;0;0;0;0;48;0;0;1;1;175;26;0;41;14;3;1;2;13;186;21;1;1;0;2;0;0;0;0;365;158;8;0;13;965;6;1;1;0;0;0;28;5;0;15;25;0;93;21;0;1;40;0;0;86;4;78;1;3;0;32;1;0;132;0;2;8;7;0;3;68;0;0;1;1;10;46;5;1;360738;57;0;2;0;0;8;4;0;0;0;29;439;16;3;910;0;1;0;0;0;0;0;49;0;12;0;7;0;35;20;3335;5;0;2471;5;8;1;3;18;6;0;1;0;14;0;12;0;1;53;0;1;142;7;0;0;0;16;8;0;0;18;0;0;184;13;7123;733;0;0;0;699;0;34;0;222068;3;207582;14483;1663;5;0;0;14;12801
Населенный пункт;г. Ярославль;78701000001;Ярославская область;Городской округ город Ярославль;Городской округ город Ярославль;г. Ярославль;577279;;;;;;6b1bab7d-ee45-4168-a2a6-4ce2880d90d3;4.0;78401000000;78701000001;4.0;0.0;57.6216293;39.8978921;453146;2;15;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1847;0;10;0;1;0;1;54;2857;0;2;13;4;71;675;0;44;0;4;12;3;3;0;39;22;0;49;0;0;295;0;0;0;0;0;87;0;0;0;0;290;1085;0;158;8;0;1;0;33;140;13;0;0;2;11;13;0;0;0;121;14;123;6;12;48;0;0;6;0;1;0;60;18;0;8;14;0;275;39;2;0;61;0;2;171;2;77;2;3;0;0;0;0;147;0;4;0;8;0;0;72;0;0;2;1;0;60;1;3;436454;27;19;6;2;0;10;0;0;0;0;28;1021;0;16;1681;0;1;0;1;4;0;0;7;0;29;0;74;0;46;0;784;1;0;1877;0;18;2;3;2;1;2;1;0;131;0;7;0;10;210;0;0;150;3;0;0;0;2;0;0;0;13;0;0;5;2;1099;471;0;0;2;372;0;97;0;124133;43;99783;24307;2524;0;2;0;24;21757
Населенный пункт;г. Кемерово;32701000001;Кемеровская область;Кемеровский городской округ;Кемеровский городской округ;г. Кемерово;557119;;;;;;94bb19a3-c1fa-410b-8651-ac1bf7c050cd;4.0;32401000000.0;32701000001.0;4.0;0.0;55.3910176;86.0469193;546033;0;2;58;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;918;0;118;2;3;7;2;51;2888;0;0;4;8;138;541;0;26;0;2;81;2;1;0;9;4;0;35;0;0;177;0;0;0;0;0;3;0;0;0;5;217;0;0;53;115;2;6;0;6;390;9;0;0;3;3;7;0;0;0;188;57;13;0;15;147;1;0;3;0;5;7;16;7;0;5;33;7;45;26;0;1;63;0;0;89;5;180;4;3;0;0;1;0;1637;0;1;0;1;0;0;39;0;0;0;2;4;103;9;1;523115;21;1;3;0;2;3;0;0;0;0;1;1611;0;2;4265;0;0;0;0;0;49;0;465;0;32;0;26;5;96;1;1021;9;0;1611;0;9;0;8;60;0;0;6;5;238;0;1;0;3;84;0;0;802;4;0;0;126;7;2;0;0;26;0;0;17;3;3081;996;0;0;2;865;3;123;3;11086;0;3163;7923;1324;1;2;0;13;6583
Населенный пункт;г. Томск;69701000001;Томская область;"Городской округ ""Город Томск""";"Городской округ ""Город Томск""";г. Томск;556478;;;;;;e3b0eae8-a4ce-4779-ae04-5c0797de66be;4.0;69401000000;69701000001;4.0;0.0;56.4846736;84.9482929;390249;1;3;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1619;1;193;2;5;5;22;99;1202;0;13;4;5;178;571;0;24;0;3;567;2;0;0;66;16;0;54;0;0;173;1;0;1;0;0;12;0;0;0;15;303;53;0;60;120;16;4;0;4;938;26;0;0;2;10;2;1;32;0;1025;185;11;0;13;669;0;0;25;0;0;7;10;4;0;6;61;4;105;62;0;4;54;0;0;142;15;151;3;4;2;6;1;0;2005;0;2;0;3;0;0;51;0;0;4;3;5;239;12;3;361346;27;0;2;0;79;5;1;0;0;0;11;807;0;12;4815;0;2;0;2;1;9;2;550;1;66;0;78;2;90;0;1843;22;0;1971;1;7;0;14;212;37;0;0;0;246;0;8;0;1;94;0;0;459;1;19;0;13;13;1;0;0;73;1;1;144;0;5002;1420;0;3;0;1293;2;112;10;166229;170;154159;11900;2179;15;11;0;6;9689
Населенный пункт;г. Набережные Челны;92730000001;Республика Татарстан;Городской округ город Набережные Челны;Городской округ город Набережные Челны;г. Набережные Челны;548434;d8a95785-b312-4c1c-b6ec-5b714490f40b;п Красные Челны;п;поселок;Красные Челны;d8a95785-b312-4c1c-b6ec-5b714490f40b;6.0;92430000000;92730000001;3.0;0.0;55.6948843;52.3279115;540311;0;10;52;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;1403;1;2;0;0;0;1;57;732;0;5;1;2;4045;660;0;29;1;3;16;4;0;0;5;6;0;17;0;0;198;1;0;0;0;0;30;0;0;0;0;123;16;0;16;0;0;3;0;6;350;11;0;0;3;2;13;0;0;0;72;36;20;0;54;146;0;0;19;0;0;0;17;9;0;15;19;0;196;38;0;2;2183;0;0;113;0;894;3;17;1;1;0;0;355;0;3;0;1;0;0;59;0;0;0;0;11;52;4;0;249749;44;2;4;1;0;5;0;1;0;0;13;1251;0;27;263854;0;2423;89;3;1;0;0;1;0;112;0;726;0;1362;0;1104;7;0;2768;3;8;0;1;2;0;0;0;2;39;0;1;0;0;43;0;2;6112;1;0;0;1;2;0;0;0;16;0;0;8;1;834;904;0;2;3;874;0;25;0;8123;0;2570;5553;1772;1;8;1;7;3764
Город федерального значения;Севастополь;67000000;Севастополь;;;;547820;;;;;;6fdecb78-893a-4e3f-a5ba-aa062459463b;1.0;67000000000;67000000;4.0;0.0;44.6167087;33.5253617;455256;4;14;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;24;553;0;4;0;0;0;10;43;1308;0;0;1;10;153;1949;1;181;0;21;35;6;0;0;16;27;0;192;0;0;253;1;0;1;0;2;45;0;0;1;0;503;0;0;22;2;7;24;0;18;179;33;1;25;0;13;17;0;0;0;77;7;23;0;15;84;3;0;2926;35;0;0;32;2;0;22;53;0;64;52;2;2;80;0;0;342;1;157;0;3;0;1;0;0;230;0;2;0;12;0;0;136;0;1;0;0;3;271;13;6;410406;125;3;15;0;0;12;10;0;0;0;66;203;0;0;2617;0;1;1;0;0;1;0;5;0;39;0;21;1;63;0;352;10;0;25665;0;10;0;10;11;4;0;1;0;18;0;18;0;22;113;0;0;357;2;0;0;1;3;1;0;0;30;0;0;20;3;2311;3170;0;0;1;3052;7;110;0;92564;2;56032;36530;6301;5;29;0;12;30183
Населенный пункт;г. Ставрополь;7701000001;Ставропольский край;Городской округ Город Ставрополь;Городской округ Город Ставрополь;г. Ставрополь;547443;;;;;;2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc;4.0;07401000000;07701000001;4.0;0.0;45.0444563;41.9691349;515401;402;44;798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;62;1762;0;4;0;0;0;3;171;15480;0;21;31;102;97;348;0;25;0;8;29;2;0;0;1;6;2;1006;0;0;971;6;0;0;0;0;2132;0;0;0;0;301;38;0;318;20;3;1;0;609;208;251;2;0;1;2296;2;0;0;0;58;8;21;0;6;159;0;0;3;0;2;0;274;48;0;127;18;0;880;29;0;0;36;0;0;63;1;30;0;0;1;0;0;0;178;0;2;0;903;0;0;663;0;1;8;0;7;46;4;0;472491;226;0;38;1;0;3;0;0;0;0;602;412;0;3;1046;0;0;0;0;0;0;0;18;0;88;5;1094;3;22;0;703;1;2;1675;0;4;0;3;8;1;0;0;4;158;0;992;0;1;1321;1;0;61;2;0;0;0;1;2;0;0;24;0;0;6;2;1714;2039;0;1;0;1830;2;206;0;32042;0;3968;28074;5142;4;1;0;447;22480
Населенный пункт;г. Оренбург;53701000001;Оренбургская область;Городской округ город Оренбург;Городской округ город Оренбург;г. Оренбург;543654;;;;;;dce97bff-deb2-4fd9-9aec-4f4327bbf89b;4.0;53401000000.0;53701000001.0;4.0;0.0;51.7875335;55.1017803;478002;0;3;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;1336;0;5;0;3;0;4;13;2668;0;7;52;2;4600;544;0;71;0;2;5;8;1;0;142;8;0;105;0;0;216;0;0;0;0;0;90;0;0;0;1;377;8;0;18;484;0;8;0;12;12828;10;0;0;7;4;2;0;0;0;273;10;16;0;9;242;0;0;11;0;0;0;15;9;0;6;12;0;91;29;1;1;95;0;0;106;1;1316;2;19;1;0;0;0;863;0;0;0;1;0;0;42;0;0;0;0;11;66;8;1;408011;107;0;150;1;0;4;1;0;0;0;15;1512;0;22;30647;0;2;5;0;2;0;0;23;0;41;1;67;0;112;0;2152;9;0;3864;0;1;0;1;6;2;0;0;0;170;0;1;0;8;118;0;0;636;1;0;0;1;2;0;0;0;17;0;0;3;0;3017;1128;0;0;1;1090;0;37;0;65652;8;49210;16434;2027;2;3;0;15;14387
Населенный пункт;г. Новокузнецк;32731000001;Кемеровская область;Новокузнецкий городской округ;Новокузнецкий городской округ;г. Новокузнецк;537480;;;;;;b28b6f6f-1435-444e-95a6-68c499b0d27a;4.0;32431000000.0;32731000001.0;4.0;0.0;53.7943459;87.2142908;459409;1;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1294;1;39;0;0;0;2;4;1260;0;0;1;0;115;414;0;31;0;3;34;1;5;0;5;8;0;40;0;0;71;0;0;0;1;0;2;0;0;0;0;175;22;0;11;0;1;2;0;1;297;4;0;1;1;7;27;0;0;0;688;85;15;0;5;124;0;0;4;0;1;31;2;8;0;1;26;4;31;24;2;2;120;0;0;74;1;190;1;7;1;0;0;0;1448;0;1;0;13;0;1;15;0;0;0;13;5;59;5;0;438570;32;0;3;0;0;2;1;1;0;0;1;3462;0;99;2566;0;1;0;6;0;262;0;62;0;26;1;20;2;62;0;1525;12;0;1599;0;16;0;0;92;1;0;1;0;267;0;3;0;0;36;0;0;302;3;0;0;927;3;1;0;0;32;0;0;11;2;2353;445;0;1;0;386;0;57;1;78071;1;68024;10046;1724;1;11;0;16;8294
Населенный пункт;г. Рязань;61701000001;Рязанская область;Городской округ г. Рязань;Городской округ г. Рязань;г. Рязань;528599;;;;;;86e5bae4-ef58-4031-b34f-5e9ff914cd55;4.0;61401000000;61701000001;4.0;0.0;54.6255345;39.7359162;336926;5;4;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;742;0;5;0;1;0;0;61;1507;0;5;8;1;97;481;0;20;0;1;17;2;0;0;15;17;1;18;0;0;105;0;0;0;2;0;40;0;0;0;8;149;53;0;34;0;5;2;0;27;131;21;0;1;6;12;2;0;0;0;56;5;29;0;1;79;1;0;9;0;0;0;28;4;0;17;10;0;159;16;0;1;34;0;0;99;2;419;15;14;0;0;1;0;141;0;4;0;10;0;0;43;0;0;3;4;0;25;2;2;320377;24;3;10;0;1;11;2;0;0;0;34;634;0;4;811;0;0;0;0;0;0;0;14;0;25;0;142;0;32;0;1165;5;2;1572;0;6;1;3;4;2;0;0;9;536;0;11;0;1;63;0;0;174;3;0;0;2;1;0;0;0;8;0;0;9;0;5901;531;0;0;0;474;0;52;5;191673;1;178438;13234;4354;5;2;0;4;8869
Населенный пункт;г. Балашиха;46704000001;Московская область;Городской округ Балашиха;Городской округ Балашиха;г. Балашиха;520962;;;;;;27c5bc66-61bf-4a17-b0cd-ca0eb64192d6;4.0;46404000000.0;46704000001.0;4.0;0.0;55.796991;37.938104;450823;26;33;442;1;1;0;0;0;0;0;0;0;0;0;1;0;0;27;27;1807;1;11;0;0;1;16;74;5330;0;17;39;57;488;1192;0;67;0;4;154;4;2;0;20;101;2;74;0;0;718;0;0;0;10;0;320;0;0;1;15;435;61;1;127;8;15;11;0;234;664;278;0;0;10;91;9;1;0;0;1311;49;31;0;14;332;1;0;21;1;19;1;322;26;0;94;36;3;653;33;2;3;211;0;0;614;2;717;23;28;4;5;0;0;245;0;6;0;133;0;0;380;2;0;0;13;9;88;12;4;409706;67;4;21;0;0;12;2;0;0;0;195;2045;0;11;4402;0;6;4;0;2;0;0;102;0;65;0;107;6;118;1;1261;9;0;3944;0;3;2;12;17;3;0;1;6;24;0;106;0;10;243;1;2;1085;2;0;0;3;1;1;0;0;12;0;0;23;6;7872;1503;0;0;0;1438;0;65;0;70139;35;9233;60871;3200;5;6;0;85;57575
Населенный пункт;г. Пенза;56701000001;Пензенская область;Городской округ город Пенза;Городской округ город Пенза;г. Пенза;501109;;;;;;ff3292b1-a1d2-47d4-b35b-ac06b50555cc;4.0;56401000000.0;56701000001.0;4.0;0.0;53.1753947;45.0347408;423918;0;14;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;502;0;0;0;0;0;0;113;1386;0;14;22;1;81;284;0;28;0;2;8;1;0;0;81;7;0;37;0;0;158;0;0;0;0;0;43;0;0;0;1;221;15;0;40;359;3;1;0;13;152;5;0;0;3;13;4;0;0;0;229;29;12;0;3;49;0;0;1;1;3;0;7;2;0;4;11;0;88;12;0;1;41;1;0;105;15;3843;27;97;0;0;0;0;121;0;1;0;5;0;0;49;0;0;1;0;2;29;3;1;395206;28;2;3;0;0;1;0;0;0;0;50;1873;0;4;9766;0;0;1;0;0;0;0;0;0;50;1;221;0;28;0;1079;8;0;1346;0;2;0;2;0;0;0;1;0;897;0;4;0;3;96;0;0;383;1;0;0;0;0;1;0;0;0;0;0;1;0;3899;971;0;3;0;922;2;44;0;77191;0;60461;16730;1784;5;0;0;7;14934
Населенный пункт;г. Чебоксары;97701000001;Чувашская Республика;Чебоксарский городской округ;Чебоксарский городской округ;г. Чебоксары;497807;;;;;;0a005fe4-d2a3-415e-95c0-ba51f0fa12bf;7.0;97401000000;97701000001;2.0;0.0;56.125485;47.377328;428385;5;9;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;0;0;0;0;0;2;493;643;0;0;6;1;73;339;0;28;0;4;4;3;0;0;9;7;0;21;0;0;117;0;0;0;0;0;24;0;0;0;0;160;15;0;3;76;8;7;1;15;75;10;1;0;1;6;12;0;0;0;36;3;45;0;17;42;0;0;2;0;0;0;14;3;0;5;11;0;32;25;0;0;1699;30;0;91;1;1096;2;47;0;1;0;0;116;0;3;0;3;0;0;27;0;0;1;1;3;34;4;2;160951;15;1;0;1;0;3;0;0;0;0;14;803;0;3;3863;0;3;2;0;0;0;0;0;0;19;0;432;0;61;0;498;0;0;1142;0;3;0;2;7;0;0;0;0;260;0;2;3;4;58;0;0;249147;4;0;0;0;3;0;0;0;3;0;0;10;2;2875;3883;0;1;0;808;1;3072;1;69422;62;56167;13193;2987;13;5;0;51;10137
Населенный пункт;г. Липецк;42701000001;Липецкая область;Городской округ город Липецк;Городской округ город Липецк;г. Липецк;496403;;;;;;eacb5f15-1a2e-432e-904a-ca56bd635f1b;4.0;42401000000.0;42701000001.0;4.0;0.0;52.6101389;39.5947287;391814;0;14;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;682;0;2;0;0;1;6;17;1664;0;6;26;1;46;342;0;38;1;3;9;1;1;0;4;22;0;36;0;0;141;0;0;0;3;0;14;0;0;0;1;131;78;0;15;0;1;6;0;3;105;3;1;0;2;2;8;0;0;0;52;1;7;0;3;117;0;0;6;0;2;0;5;0;0;13;9;1;92;17;0;0;16;1;0;151;0;44;1;5;0;1;0;0;264;0;0;0;0;0;0;60;0;0;13;0;3;40;3;0;381487;26;0;19;0;0;13;0;0;0;0;16;558;0;0;784;0;0;0;0;0;0;0;1;0;6;0;46;0;21;0;513;8;0;1780;0;0;0;8;2;1;0;0;11;296;0;6;1;1;34;0;1;58;0;0;0;0;1;1;0;2;6;0;0;5;1;887;1004;0;0;0;939;0;64;1;104589;0;94201;10388;1837;0;0;0;28;8523
Населенный пункт;г. Калининград;27701000001;Калининградская область;"Городской округ ""Город Калининград""";"Городской округ ""Город Калининград""";г. Калининград;490449;8653382b-15fa-4e64-9a12-9bab42f25fdf;"тер ГПО ""Магистраль-Калининград""";тер;территория;"ГПО ""Магистраль-Калининград""";8653382b-15fa-4e64-9a12-9bab42f25fdf;65.0;27401000000.0;27701000001.0;4.0;0.0;54.7074298;20.5073482;389401;2;5;60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;1087;0;4;0;0;0;4;41;2863;0;5;1;10;148;5253;0;82;0;4;65;9;5;0;0;27;0;80;0;0;152;1;0;0;1;0;57;0;0;0;7;524;62;2;49;25;3;6;1;70;398;33;3;1;0;9;28;0;0;0;417;26;77;0;20;308;3;0;13;0;6;1;29;0;0;31;94;2;154;708;0;0;85;0;0;186;3;167;3;9;1;3;0;0;1413;0;7;0;5;0;0;124;0;0;1;1;12;649;6;5;354535;57;14;13;0;0;7;0;0;0;0;58;577;0;21;1634;0;3;0;0;0;1;0;18;0;41;0;60;0;73;1;1652;33;0;6358;1;15;0;7;19;2;0;0;1;137;0;11;1;8;157;0;2;264;2;0;0;2;5;6;0;1;44;0;5;127;2;6719;1610;0;0;0;1039;3;568;0;101048;4;75968;25076;3643;23;130;0;128;21152
