object_level;object_name;oktmo;region;mun_upper;mun_lower;settlement;population;settlement_fias_id_dadata;settlement_with_type_dadata;settlement_type_dadata;settlement_type_full_dadata;settlement_dadata;fias_id_dadata;fias_level_dadata;okato_dadata;oktmo_dadata;qc_geo_dadata;qc_dadata;latitude_dadata;longitude_dadata;Указавшие национальную принадлежность;Абазины;Абхазы;Аварцы;Андийцы;Арчинцы;Ахвахцы;Багулалы;Бежтинцы;Ботлихцы;Гинухцы;Годоберинцы;Гунзибцы;Дидойцы;Каратинцы;Тиндалы;Хваршины;Чамалалы;Агулы (агульцы);Адыгейцы (абадзехи, адыгейцы-черкесы, адыги, адыгэ, сирийские адыгейцы, адыги-черкесы, черкесы-бжедуги);Азербайджанцы (азер);Алеуты;Алтайцы;Теленгиты;Тубалары;Челканцы;Американцы (афроамериканцы);Арабы (алжирцы, египтяне, иорданцы, иракцы, йеменцы, катарцы, ливанцы, ливийцы, марокканцы, палестинцы, сирийцы);Армяне (русские армяне);Черкесогаи;Ассирийцы;Афганцы (афганистанцы, пуштуны, хазарейцы);Балкарцы;Башкиры;Белорусы (беларусы);Бесермяне;Болгары;Боснийцы;Британцы (англичане);Буряты;Венгры;Вепсы;Водь;Вьетнамцы;Гагаузы;Горские евреи;Греки (византийскийские греки, рум);Греки-урумы;Грузинские евреи;Грузины;Аджарцы;Ингилойцы;Лазы;Мегрелы (менгрелы, мингрелы);Сваны;Даргинцы;Кайтагцы;Кубачинцы;Долганы;Дунгане;Евреи;Езиды;Ижорцы;Ингуши;Индийцы (индуисты);Испанцы;Итальянцы;Ительмены;Кабардинцы (адыги (с языком кабардинским));Казахи;Калмыки;Камчадалы;Караимы;Каракалпаки;Карачаевцы (карачаево-черкесы, карачай);Карелы;Кереки;Кеты (остяки);Юги;Киргизы (кыргыз);Китайцы;Коми (коми-зыряне);Коми-ижемцы;Коми-пермяки (пермяки);Корейцы;Коряки;Алюторцы;Крымские татары;Крымчаки;Кубинцы;Кумандинцы;Кумыки;Курды (курд);Курманч;Лакцы (кулинцы, лаки);Латыши (курляндцы);Латгальцы;Лезгины;Литовцы;Македонцы;Манси;Марийцы (мари, марий);Горные марийцы;Лугово-восточные марийцы;Молдаване;Монголы;Мордва (мордвины, мордовцы);Мордва-мокша;Мордва-эрзя (эрзя);Нагайбаки;Нанайцы;Нганасаны;Негидальцы;Немцы (русские немцы);Меннониты;Ненцы;Нивхи;Ногайцы;Карагаши;Орочи;Осетины (аланы);Осетины-дигорцы (дигорон, дигорцы);Осетины-иронцы;Пакистанцы (белуджи, белуч);Памирцы;Персы (иранцы, фарсиваны);Поляки;Румыны;Русины;Русские (русаки, сибиряки);Казаки (кубанские казаки, русские казаки);Поморы;Рутульцы (рутул);Саамы (саами);Селькупы;Сербы;Словаки;Словенцы;Сойоты;Среднеазиатские евреи;Табасараны (табасаран, табасаранцы);Таджики;Тазы;Талыши;Татары (татар);Астраханские татары;Кряшены;Мишари;Сибирские татары;Таты (митагинцы);Телеуты;Тофалары;Тувинцы;Тувинцы-тоджинцы;Турки;Турки-месхетинцы;Туркмены;Удины;Удмурты;Удэгейцы;Узбеки;Уйгуры;Уйльта;Украинцы;Ульчи;Финны;Финны-ингерманландцы (ингерманландцы);Французы;Хакасы;Ханты;Хемшилы (хемшины);Хорваты;Цахуры (цахурцы);Цыгане (дом, сэрвы);Цыгане среднеазиатские;Черкесы (адыги (с языком черкесским), адыгэ (с языком черкесским), убыхи, адыги-черкесы (с языком черкесским), сирийские адыги);Черногорцы;Чехи;Чеченцы;Чеченцы-аккинцы;Чуванцы;Чуваши;Чукчи;Чулымцы;Шапсуги (адыги (с языком шапсугским);Шорцы;Эвенки (эвенк);Эвены (эвен);Энцы;Эскимосы;Эстонцы;Сету;Юкагиры;Якуты (саха) (саха);Японцы;Указавшие другие ответы о национальной принадлежности (не перечисленные выше);Нет национальной принадлежности*;Без нации;Без национальной принадлежности;Без национальности;Не имею национальной принадлежности;Никакая национальность;Нет;Отсутствует;Лица, в переписных листах которых национальная принадлежность не указана;Неизвестно;Нет сведений;Отказавшиеся отвечать на вопрос о национальной принадлежности;Затрудняюсь ответить;Не знаю;Не определились;Не понимаю;Отказ от ответа;Предпочитаю не отвечать
Населенный пункт;посёлок Дубовое;14610476101;Белгородская область;Белгородский муниципальный район;Дубовское сельское поселение;посёлок Дубовое;16101;2a458fba-fdfe-403f-a978-65703f649bfb;п Дубовое;п;поселок;Дубовое;2a458fba-fdfe-403f-a978-65703f649bfb;6.0;14210807001;14610476101;3.0;0.0;50.5303214;36.5682872;14237;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;27;0;0;0;0;0;0;2;44;0;0;2;0;1;16;0;0;0;0;0;0;0;0;0;5;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;9;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;13485;0;0;0;0;0;0;0;0;0;0;0;2;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;253;65;0;0;0;65;0;0;0;1864;0;193;1671;65;0;0;0;0;1606
Населенный пункт;г. Гаврилов-Ям;78612101001;Ярославская область;Гаврилов-Ямский муниципальный район;Городское поселение Гаврилов-Ям;г. Гаврилов-Ям;16084;;;;;;b94f9367-389f-4825-a837-d6af47171ed8;4.0;78212501000;78612101001;4.0;0.0;57.3091517;39.8544895;15881;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;62;0;0;0;0;2;11;0;1;0;0;0;0;0;0;0;3;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;2;0;0;12;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;1;1;8;0;0;26;0;0;0;0;0;0;6;2;0;0;1;0;7;0;0;0;2;0;0;7;0;3;0;0;0;0;0;0;7;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;15472;0;0;0;0;0;0;0;0;0;0;0;33;0;0;24;0;0;0;0;0;0;0;0;0;7;0;2;0;4;0;45;0;0;50;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;15;6;0;0;0;6;0;0;0;203;0;124;79;19;1;0;0;0;59
Населенный пункт;село Нартан;83645415101;Кабардино-Балкарская Республика;Чегемский муниципальный район;Сельское поселение Нартан;село Нартан;16075;0c78efc8-7106-4f18-8e2b-772e6cc5f719;с Нартан;с;село;Нартан;0c78efc8-7106-4f18-8e2b-772e6cc5f719;6.0;83245000007.0;83645415101.0;3.0;0.0;43.5054195;43.7016693;16015;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;10;0;0;0;0;0;0;0;16;0;0;0;156;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;14430;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;13;0;0;0;0;0;0;0;0;427;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;440;1;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;15;0;0;0;60;0;28;32;0;0;0;0;0;32
Населенный пункт;г. Покачи;71884000001;Ханты-Мансийский автономный округ — Югра;Городской округ Покачи;Городской округ Покачи;г. Покачи;16040;;;;;;8bac4b94-1d16-42b5-b5c6-211aa52f3216;4.0;71184000000;71884000001;4.0;0.0;61.7422837;75.5940895;12914;0;0;110;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;447;0;0;0;0;0;0;1;16;0;0;0;0;293;134;0;50;0;0;1;0;0;0;0;103;0;20;0;0;2;0;0;0;0;0;346;0;0;0;0;0;0;0;97;0;0;0;0;1;57;1;0;0;0;0;0;0;0;0;8;0;0;0;7;1;0;0;0;0;0;0;605;0;0;50;2;0;919;0;0;0;38;0;0;260;0;34;0;0;1;0;0;0;48;0;3;0;0;0;0;9;0;0;0;0;0;5;0;0;6773;2;0;1;0;0;0;0;0;0;0;18;19;0;0;809;0;0;2;0;0;0;0;0;0;1;0;9;0;4;0;6;0;0;866;0;2;0;0;0;63;0;0;2;0;0;3;0;1;448;1;0;104;0;0;0;0;0;0;0;0;1;0;0;0;0;106;34;0;0;0;33;0;1;0;3126;0;2564;562;50;0;0;0;0;512
Населенный пункт;г. Поронайск;64740000001;Сахалинская область;"""Поронайский городской округ""";"""Поронайский городской округ""";г. Поронайск;16026;;;;;;10e40296-e5b1-4688-83d5-838eac25ae72;4.0;64240501000;64540000001;4.0;0.0;49.2387506;143.1008839;15376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49;17;0;0;0;0;84;0;0;0;0;5;18;0;0;0;0;7;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;7;2;0;0;0;0;0;0;0;0;15;1;1;0;0;553;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;2;0;0;1;0;8;0;0;0;38;0;0;2;0;0;79;0;0;5;4;0;0;0;0;0;4;0;0;14060;0;0;0;0;0;0;0;0;0;0;9;25;0;0;51;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;27;0;98;102;0;0;0;0;1;0;0;0;0;2;0;1;0;0;4;0;0;3;0;0;0;4;19;1;0;0;0;0;0;0;7;18;4;0;0;0;3;0;1;0;650;0;289;361;49;0;0;0;0;312
Населенный пункт;г. Руза;46766000001;Московская область;Рузский городской округ;Рузский городской округ;г. Руза;16014;;;;;;9e6c2327-d7ee-49b1-b36c-0bfc0eb5f145;4.0;46466000000.0;46566000001.0;4.0;0.0;55.7015428;36.1959789;14503;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;79;0;0;0;0;0;0;0;94;0;0;0;0;1;51;0;3;0;0;1;1;0;0;0;3;0;3;0;0;12;0;0;0;0;0;0;0;0;0;0;6;0;0;8;0;0;0;0;1;17;1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;1;0;0;0;12;1;0;11;0;0;6;0;0;0;3;0;0;18;0;17;0;0;0;0;0;0;3;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;13510;30;0;0;0;0;0;0;0;0;0;12;33;0;0;51;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;96;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;297;9;0;0;0;7;0;2;0;1511;11;568;932;712;0;0;0;0;220
Населенный пункт;г. Мензелинск;92640101001;Республика Татарстан;Мензелинский муниципальный район;Городское поселение город Мензелинск;г. Мензелинск;16008;;;;;;d1d11ebe-b022-44aa-a211-3472483a4974;4.0;92240501000;92640101001;4.0;0.0;55.7270085;53.1005154;15629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;40;0;0;0;0;43;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;0;0;4;0;10;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7763;0;0;0;0;0;0;0;0;0;0;0;16;0;0;7430;0;51;0;0;0;0;0;0;0;3;0;4;0;8;0;21;0;0;46;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;1;0;0;0;0;9;22;0;0;0;19;0;3;0;379;0;38;341;30;0;0;0;1;310
Населенный пункт;деревня Куюки;92648410116;Республика Татарстан;Пестречинский муниципальный район;Богородское сельское поселение;деревня Куюки;15977;ff6a5faa-5d5e-4f0b-bd83-5b34325e801a;д Куюки;д;деревня;Куюки;ff6a5faa-5d5e-4f0b-bd83-5b34325e801a;6.0;92248000009;92648410116;3.0;0.0;55.7128384;49.3565309;15804;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;13;28;0;0;0;0;40;2;0;1;0;0;1;0;0;0;0;0;0;4;0;0;17;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;2;0;0;11;2;0;0;0;0;0;0;0;0;18;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;2;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;6795;2;0;0;0;0;0;0;0;0;0;0;116;0;5;8354;2;33;3;0;0;0;0;0;0;7;0;4;0;19;0;153;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;1;0;0;0;0;44;21;0;0;0;19;0;2;0;173;0;68;105;32;0;0;0;0;73
Населенный пункт;г. Иланский;4618101001;Красноярский край;Иланский муниципальный район;Городское поселение город Иланский;г. Иланский;15945;;;;;;8fa29485-6bce-450c-8c5c-26b8ab682bde;4.0;4218501000.0;4618101001.0;4.0;0.0;56.2375329;96.0673849;15751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;68;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15500;0;0;0;0;0;0;0;0;0;0;0;23;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;15;0;0;20;0;1;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;9;11;0;0;0;5;0;6;0;194;0;48;146;11;0;0;0;0;135
Населенный пункт;посёлок Орловский;60642446101;Ростовская область;Орловский муниципальный район;Орловское сельское поселение;посёлок Орловский;15942;3267f7df-376f-47d6-ada0-dedf2dedcff3;п Орловский;п;поселок;Орловский;3267f7df-376f-47d6-ada0-dedf2dedcff3;6.0;60242846001;60642446101;3.0;0.0;46.874451;42.05931;15786;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;143;0;0;0;2;2;12;0;2;0;0;0;0;0;0;0;0;0;2;0;0;15;0;0;0;0;0;54;0;0;0;0;0;14;0;0;0;0;0;0;2;37;5;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;5;0;5;0;0;0;0;0;0;4;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;15062;49;0;0;0;0;0;0;0;0;0;0;2;0;0;47;0;0;0;0;0;0;0;0;0;0;1;1;0;5;0;10;0;0;54;0;0;0;0;0;0;0;0;0;1;0;1;0;0;85;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;141;24;0;0;1;21;0;2;0;156;0;46;110;11;0;0;0;0;99
Населенный пункт;село Каякент;82624430101;Республика Дагестан;Каякентский муниципальный район;СП сельсовет Каякентский;село Каякент;15923;0f96936a-ecd6-4a64-a4c3-2646c2a1d2aa;с Каякент;с;село;Каякент;0f96936a-ecd6-4a64-a4c3-2646c2a1d2aa;6.0;82224830001.0;82624430101.0;3.0;1.0;42.3862993;47.9054979;15908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1044;0;0;0;0;0;0;0;0;15;0;10;5;0;0;0;0;0;5
Населенный пункт;г. Сельцо;15725000001;Брянская область;Городской округ г. Сельцо;Городской округ г. Сельцо;г. Сельцо;15906;;;;;;485f4c4d-aced-4b94-b975-88e72b7dcb72;4.0;15425000000;15725000001;4.0;0.0;53.3739073;34.106007;14082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;13;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13838;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;131;15;0;0;0;12;0;3;0;1824;0;1784;40;4;1;0;0;0;35
Населенный пункт;станица Раевская;3720000191;Краснодарский край;Городской округ город Новороссийск;Городской округ город Новороссийск;станица Раевская;15902;286b63ad-f19f-4d81-86bb-361030545f3f;ст-ца Раевская;ст-ца;станица;Раевская;286b63ad-f19f-4d81-86bb-361030545f3f;6.0;3420832001.0;3720000191.0;3.0;0.0;44.836305;37.5496436;14998;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;24;0;0;0;0;0;0;0;924;0;0;0;0;8;17;0;0;0;0;0;0;0;0;0;0;0;16;0;0;16;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;1;0;0;0;8;2;0;0;0;0;0;0;0;0;4;1;0;0;1;5;0;0;0;0;0;0;0;0;0;2;0;0;3;3;0;0;1;0;0;3;0;6;0;0;0;0;0;0;9;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;13704;10;0;0;0;0;0;0;0;0;0;7;6;0;0;52;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;22;0;0;64;0;0;0;0;0;0;0;0;0;11;0;2;0;0;7;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;27;22;0;0;0;22;0;0;0;904;0;49;855;77;0;0;0;0;778
Населенный пункт;село Учкекен;91620460101;Карачаево-Черкесская Республика;Малокарачаевский муниципальный район;Учкекенское сельское поселение;село Учкекен;15849;517986fb-aff5-47eb-9fa9-ea436ed2a16a;с Учкекен;с;село;Учкекен;517986fb-aff5-47eb-9fa9-ea436ed2a16a;6.0;91220000001.0;91620460101.0;3.0;0.0;43.9390432;42.5155851;15804;86;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;5;0;0;0;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;15141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;8;0;0;3;0;0;0;0;1;0;0;0;424;0;0;0;0;0;0;0;0;0;0;0;22;0;0;15;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;15;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;45;0;33;12;2;0;0;0;0;10
Населенный пункт;г. Райчихинск;10720000001;Амурская область;Городской округ г. Райчихинск;Городской округ г. Райчихинск;г. Райчихинск;15797;;;;;;981b5f3a-f0b6-444f-a6fb-c2bc10804b31;4.0;10420000000.0;10720000001.0;4.0;0.0;49.7941325;129.411213;14553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;33;0;0;0;0;3;29;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;14095;0;0;0;0;0;0;0;0;0;0;0;8;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;31;0;0;91;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;175;12;0;0;0;12;0;0;0;1244;0;1072;172;16;0;0;0;0;156
Населенный пункт;г. Ковдор;47517000001;Мурманская область;Ковдорский муниципальный округ;Ковдорский муниципальный округ;г. Ковдор;15770;;;;;;01cc7377-a3a7-4793-9c77-52e3ef66a6ff;4.0;47203501000.0;47517000001.0;4.0;0.0;67.5662699;30.4741763;12452;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;37;0;0;0;0;0;0;0;25;0;0;0;0;12;121;1;6;0;1;1;3;2;0;0;0;0;3;0;0;2;0;0;0;0;0;6;0;0;0;0;3;0;0;6;0;0;0;0;6;6;0;0;0;0;0;30;0;0;0;0;1;3;0;1;3;0;0;0;0;0;0;8;0;0;1;1;0;4;3;0;0;10;0;0;23;0;41;0;1;0;0;0;0;10;0;0;0;5;0;0;3;0;0;0;0;0;6;1;0;11248;3;1;0;22;0;0;0;0;0;0;1;11;0;0;137;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;12;0;0;364;0;7;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;222;9;0;0;0;9;0;0;0;3318;0;2914;404;31;0;0;0;0;373
Населенный пункт;деревня Островцы;46768000545;Московская область;Раменский городской округ;Раменский городской округ;деревня Островцы;15752;dc4e085d-58ca-45a6-9e1c-3911cf81f050;д Островцы;д;деревня;Островцы;dc4e085d-58ca-45a6-9e1c-3911cf81f050;6.0;46448000055.0;46748000155.0;3.0;0.0;55.5912674;37.9926244;7321;0;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;0;0;0;0;1;0;327;0;0;2;0;6;27;0;2;0;0;2;0;0;0;0;5;0;3;0;0;101;0;0;0;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;6;19;9;0;0;0;0;0;0;0;0;82;0;0;0;0;12;0;0;0;0;0;0;2;1;0;3;0;0;19;0;0;0;3;0;0;122;0;23;3;0;0;0;0;0;15;0;0;0;1;0;0;5;0;0;5;0;2;0;1;0;5787;1;0;0;2;0;2;0;0;0;0;1;110;0;1;78;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;82;0;0;128;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;154;20;0;0;0;20;0;0;0;8431;0;370;8061;18;0;1;0;0;8042
Населенный пункт;село Супсех;3703000311;Краснодарский край;Городской округ город-курорт Анапа;Городской округ город-курорт Анапа;село Супсех;15736;;;;;;eeb7a0a7-3bbf-4f00-8a03-a7eabc257bed;4.0;3403000000.0;3501000001.0;4.0;1.0;44.8948984;37.3162896;15245;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1;1788;0;0;0;0;4;15;0;1;0;1;1;1;0;0;0;2;0;32;0;0;28;0;0;0;0;0;0;0;0;0;0;12;11;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;5;0;0;10;0;0;3;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;4;0;8;0;1;0;0;0;0;22;0;0;0;0;0;0;7;0;0;0;0;0;3;6;0;12945;7;0;0;0;0;0;0;0;0;0;0;3;0;0;120;0;0;0;0;0;0;0;0;0;0;0;2;3;3;0;13;0;0;98;0;1;0;0;0;0;0;0;1;0;0;8;0;1;1;0;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;11;40;0;0;0;40;0;0;0;491;0;41;450;18;0;0;0;0;432
Населенный пункт;г. Кондрово;29608101001;Калужская область;"Муниципальный район ""Дзержинский район""";Городское поселение Город Кондрово;г. Кондрово;15734;;;;;;9ea37890-3ec5-4425-8e41-f60d1844335d;4.0;29208501000.0;29608101001.0;4.0;0.0;54.7959825;35.9275777;15515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;1;0;150;0;0;0;0;1;8;0;0;0;0;0;1;0;0;0;10;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;5;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;28;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;14607;0;0;0;0;0;0;0;0;0;0;0;133;0;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;201;0;0;56;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;177;25;0;0;0;23;2;0;0;219;0;156;63;7;0;0;0;0;56
Населенный пункт;г. Мамадыш;92638101001;Республика Татарстан;Мамадышский муниципальный район;Городское поселение город Мамадыш;г. Мамадыш;15726;;;;;;1d9bbe0d-7086-4fd0-b91c-ed6d196cb818;4.0;92238501000;92638101001;4.0;0.0;55.7150947;51.4128069;15634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;83;0;0;0;0;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;40;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4248;0;0;0;0;1;0;0;0;0;0;0;17;0;0;11046;0;436;0;0;0;0;0;0;0;4;0;0;0;34;0;39;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;2;0;0;0;0;30;16;0;0;0;16;0;0;0;92;0;32;60;14;0;0;0;0;46
